Entity,Code,Year,all years
Lucas,,2020,430728
Lucas,,2021,8710
Lucas,,2021,429191
Luce,,2020,5325
Luce,,2021,5309
Lumpkin,,2020,33596
Lumpkin,,2021,34278
Luna,,2020,25420
Luna,,2021,25532
Lunenburg,,2020,11930
Lunenburg,,2021,11926
Luzerne,,2020,325057
Luzerne,,2021,326053
Lycoming,,2020,113980
Lycoming,,2021,113605
Lyman,,2020,3714
Lyman,,2021,3764
Lynchburg city,,2020,78871
Lynchburg city,,2021,79009
Lynn,,2020,5606
Lynn,,2021,5688
Lyon,,2020,11917
Lyon,,2020,32100
Lyon,,2020,8664
Lyon,,2020,25174
Lyon,,2020,59431
Lyon,,2021,12011
Lyon,,2021,31998
Lyon,,2021,8803
Lyon,,2021,25231
Lyon,,2021,60903
Mackinac,,2020,10830
Mackinac,,2021,10906
Macomb,,2020,880349
Macomb,,2021,876792
Macon,,2020,19476
Macon,,2020,12021
Macon,,2020,103647
Macon,,2020,15182
Macon,,2020,37049
Macon,,2020,25243
Macon,,2021,18895
Macon,,2021,12004
Macon,,2021,102432
Macon,,2021,15183
Macon,,2021,37564
Macon,,2021,25699
Macoupin,,2020,44810
Macoupin,,2021,44406
Madera,,2020,156620
Madera,,2021,159410
Madison,,2020,389696
Madison,,2020,16551
Madison,,2020,17976
Madison,,2020,30263
Madison,,2020,52876
Madison,,2020,265498
Madison,,2020,130065
Madison,,2020,16626
Madison,,2020,92920
Madison,,2020,9927
Madison,,2020,109222
Madison,,2020,12600
Madison,,2020,8657
Madison,,2020,35473
Madison,,2020,67890
Madison,,2020,21209
Madison,,2020,43823
Madison,,2020,98777
Madison,,2020,13445
Madison,,2020,13837
Madison,,2021,395211
Madison,,2021,16960
Madison,,2021,18288
Madison,,2021,30885
Madison,,2021,53881
Madison,,2021,264490
Madison,,2021,130782
Madison,,2021,16773
Madison,,2021,94666
Madison,,2021,9799
Madison,,2021,109813
Madison,,2021,12652
Madison,,2021,8917
Madison,,2021,35337
Madison,,2021,67658
Madison,,2021,21502
Madison,,2021,44386
Madison,,2021,98775
Madison,,2021,13718
Madison,,2021,13942
Magoffin,,2020,11594
Magoffin,,2021,11497
Mahaska,,2020,22148
Mahaska,,2021,21984
Mahnomen,,2020,5374
Mahnomen,,2021,5414
Mahoning,,2020,227948
Mahoning,,2021,226762
Major,,2020,7750
Major,,2021,7668
Malheur,,2020,31608
Malheur,,2021,31693
Manassas Park city,,2020,17140
Manassas Park city,,2021,17002
Manassas city,,2020,42728
Manassas city,,2021,42708
Manatee,,2020,401443
Manatee,,2021,412703
Manistee,,2020,25063
Manistee,,2021,25350
Manitowoc,,2020,81250
Manitowoc,,2021,81505
Marathon,,2020,137954
Marathon,,2021,137648
Marengo,,2020,19264
Marengo,,2021,18996
Maricopa,,2020,4438342
Maricopa,,2021,4496588
Maries,,2020,8427
Maries,,2021,8406
Marin,,2020,261776
Marin,,2021,260206
Marinette,,2020,41869
Marinette,,2021,41875
Marion,,2020,29287
Marion,,2020,16862
Marion,,2020,377370
Marion,,2020,7520
Marion,,2020,37613
Marion,,2020,976770
Marion,,2020,33377
Marion,,2020,11754
Marion,,2020,19580
Marion,,2020,24399
Marion,,2020,28470
Marion,,2020,65363
Marion,,2020,346202
Marion,,2020,29043
Marion,,2020,28834
Marion,,2020,9752
Marion,,2020,56157
Marion,,2021,29246
Marion,,2021,16978
Marion,,2021,385915
Marion,,2021,7440
Marion,,2021,37390
Marion,,2021,971102
Marion,,2021,33380
Marion,,2021,11712
Marion,,2021,19725
Marion,,2021,24378
Marion,,2021,28518
Marion,,2021,65291
Marion,,2021,347119
Marion,,2021,28784
Marion,,2021,28877
Marion,,2021,9645
Marion,,2021,56001
Mariposa,,2020,17124
Mariposa,,2021,17147
Marlboro,,2020,26537
Marlboro,,2021,26382
Marquette,,2020,65931
Marquette,,2020,15584
Marquette,,2021,66103
Marquette,,2021,15792
Marshall,,2020,97608
Marshall,,2020,11691
Marshall,,2020,46018
Marshall,,2020,40059
Marshall,,2020,10014
Marshall,,2020,31665
Marshall,,2020,9035
Marshall,,2020,33754
Marshall,,2020,15342
Marshall,,2020,4300
Marshall,,2020,34441
Marshall,,2020,30444
Marshall,,2021,98228
Marshall,,2021,11663
Marshall,,2021,46121
Marshall,,2021,39853
Marshall,,2021,9979
Marshall,,2021,31748
Marshall,,2021,8988
Marshall,,2021,33725
Marshall,,2021,15594
Marshall,,2021,4304
Marshall,,2021,34984
Marshall,,2021,30115
Martin,,2020,158529
Martin,,2020,9786
Martin,,2020,11228
Martin,,2020,19970
Martin,,2020,21949
Martin,,2020,5250
Martin,,2021,159942
Martin,,2021,9780
Martin,,2021,11140
Martin,,2021,19915
Martin,,2021,21754
Martin,,2021,5211
Martinsville city,,2020,13422
Martinsville city,,2021,13517
Mason,,2020,13026
Mason,,2020,17085
Mason,,2020,29064
Mason,,2020,3964
Mason,,2020,66028
Mason,,2020,25356
Mason,,2021,12881
Mason,,2021,16931
Mason,,2021,29383
Mason,,2021,3943
Mason,,2021,67615
Mason,,2021,25157
Massac,,2020,14125
Massac,,2021,13960
Matagorda,,2020,36269
Matagorda,,2021,36344
Matanuska-Susitna,,2020,107460
Matanuska-Susitna,,2021,110686
Mathews,,2020,8524
Mathews,,2021,8546
Maui,,2020,164655
Maui,,2021,164221
Maury,,2020,101700
Maury,,2021,104760
Maverick,,2020,57844
Maverick,,2021,58056
Mayes,,2020,39066
Mayes,,2021,39159
McClain,,2020,41887
McClain,,2021,43516
McCone,,2020,1733
McCone,,2021,1718
McCook,,2020,5661
McCook,,2021,5695
McCormick,,2020,9513
McCormick,,2021,9760
McCracken,,2020,67836
McCracken,,2021,67454
McCreary,,2020,16851
McCreary,,2021,16892
McCulloch,,2020,7567
McCulloch,,2021,7533
McCurtain,,2020,30786
McCurtain,,2021,30884
McDonald,,2020,23285
McDonald,,2021,23383
McDonough,,2020,27079
McDonough,,2021,26828
McDowell,,2020,44536
McDowell,,2020,18916
McDowell,,2021,44717
McDowell,,2021,18363
McDuffie,,2020,21587
McDuffie,,2021,21633
McHenry,,2020,309770
McHenry,,2020,5322
McHenry,,2021,311122
McHenry,,2021,5249
McIntosh,,2020,10982
McIntosh,,2020,2512
McIntosh,,2020,18946
McIntosh,,2021,11123
McIntosh,,2021,2513
McIntosh,,2021,19245
McKean,,2020,40306
McKean,,2021,39941
McKenzie,,2020,14744
McKenzie,,2021,13819
McKinley,,2020,72630
McKinley,,2021,71780
McLean,,2020,170870
McLean,,2020,9114
McLean,,2020,9749
McLean,,2021,170889
McLean,,2021,9100
McLean,,2021,9796
McLennan,,2020,261023
McLennan,,2021,263115
McLeod,,2020,36701
McLeod,,2021,36735
McMinn,,2020,53315
McMinn,,2021,54059
McMullen,,2020,599
McMullen,,2021,608
McNairy,,2020,25839
McNairy,,2021,25860
McPherson,,2020,30160
McPherson,,2020,396
McPherson,,2020,2397
McPherson,,2021,30146
McPherson,,2021,379
McPherson,,2021,2420
Meade,,2020,4045
Meade,,2020,29981
Meade,,2020,29853
Meade,,2021,4022
Meade,,2021,30131
Meade,,2021,30173
Meagher,,2020,1925
Meagher,,2021,1964
Mecklenburg,,2020,1118340
Mecklenburg,,2020,30287
Mecklenburg,,2021,1122276
Mecklenburg,,2021,30248
Mecosta,,2020,39781
Mecosta,,2021,40031
Medina,,2020,182550
Medina,,2020,50920
Medina,,2021,183092
Medina,,2021,51981
Meeker,,2020,23428
Meeker,,2021,23376
Meigs,,2020,22118
Meigs,,2020,12785
Meigs,,2021,22049
Meigs,,2021,13049
Mellette,,2020,1916
Mellette,,2021,1908
Menard,,2020,12265
Menard,,2020,1971
Menard,,2021,12164
Menard,,2021,1982
Mendocino,,2020,91354
Mendocino,,2021,91305
Menifee,,2020,6115
Menifee,,2021,6194
Menominee,,2020,23423
Menominee,,2020,4255
Menominee,,2021,23299
Menominee,,2021,4289
Merced,,2020,281726
Merced,,2021,286461
Mercer,,2020,15633
Mercer,,2020,22616
Mercer,,2020,3515
Mercer,,2020,386759
Mercer,,2020,8330
Mercer,,2020,42471
Mercer,,2020,110333
Mercer,,2020,59462
Mercer,,2021,15582
Mercer,,2021,22850
Mercer,,2021,3488
Mercer,,2021,385898
Mercer,,2021,8323
Mercer,,2021,42309
Mercer,,2021,109972
Mercer,,2021,59097
Meriwether,,2020,20619
Meriwether,,2021,20793
Merrick,,2020,7659
Merrick,,2021,7665
Merrimack,,2020,153922
Merrimack,,2021,155238
Mesa,,2020,155939
Mesa,,2021,157335
Metcalfe,,2020,10271
Metcalfe,,2021,10349
Miami,,2020,35924
Miami,,2020,34183
Miami,,2020,108821
Miami,,2021,36081
Miami,,2021,34593
Miami,,2021,109264
Miami-Dade,,2020,2692459
Miami-Dade,,2021,2662777
Middlesex,,2020,163923
Middlesex,,2020,1629422
Middlesex,,2020,861908
Middlesex,,2020,10623
Middlesex,,2021,164759
Middlesex,,2021,1614742
Middlesex,,2021,860807
Middlesex,,2021,10781
Midland,,2020,83476
Midland,,2020,170221
Midland,,2021,83457
Midland,,2021,167969
Mifflin,,2020,46073
Mifflin,,2021,46136
Milam,,2020,24724
Milam,,2021,25106
Millard,,2020,13015
Millard,,2021,13164
Mille Lacs,,2020,26410
Mille Lacs,,2021,26867
Miller,,2020,42570
Miller,,2020,5987
Miller,,2020,24733
Miller,,2021,42649
Miller,,2021,5919
Miller,,2021,24909
Mills,,2020,14405
Mills,,2020,4439
Mills,,2021,14465
Mills,,2021,4480
Milwaukee,,2020,938149
Milwaukee,,2021,928059
Miner,,2020,2294
Miner,,2021,2314
Mineral,,2020,867
Mineral,,2020,4565
Mineral,,2020,4553
Mineral,,2020,26877
Mineral,,2021,924
Mineral,,2021,4860
Mineral,,2021,4586
Mineral,,2021,26857
Mingo,,2020,23455
Mingo,,2021,23005
Minidoka,,2020,21674
Minidoka,,2021,21955
Minnehaha,,2020,197511
Minnehaha,,2021,199685
Missaukee,,2020,15067
Missaukee,,2021,15130
Mississippi,,2020,40503
Mississippi,,2020,12537
Mississippi,,2021,39661
Mississippi,,2021,12538
Missoula,,2020,118238
Missoula,,2021,119533
Mitchell,,2020,21677
Mitchell,,2020,10582
Mitchell,,2020,5764
Mitchell,,2020,14881
Mitchell,,2020,8985
Mitchell,,2021,21521
Mitchell,,2021,10555
Mitchell,,2021,5748
Mitchell,,2021,14963
Mitchell,,2021,9070
Mobile,,2020,414250
Mobile,,2021,413073
Modoc,,2020,8658
Modoc,,2021,8661
Moffat,,2020,13267
Moffat,,2021,13185
Mohave,,2020,214070
Mohave,,2021,217692
Moniteau,,2020,15464
Moniteau,,2021,15484
Monmouth,,2020,643163
Monmouth,,2021,645354
Mono,,2020,13206
Mono,,2021,13247
Monona,,2020,8742
Monona,,2021,8574
Monongalia,,2020,105916
Monongalia,,2021,106387
Monroe,,2020,19723
Monroe,,2020,6765
Monroe,,2020,82809
Monroe,,2020,28046
Monroe,,2020,34898
Monroe,,2020,139517
Monroe,,2020,7582
Monroe,,2020,11301
Monroe,,2020,154796
Monroe,,2020,34093
Monroe,,2020,8666
Monroe,,2020,758554
Monroe,,2020,13354
Monroe,,2020,168248
Monroe,,2020,46384
Monroe,,2020,12330
Monroe,,2020,46281
Monroe,,2021,19648
Monroe,,2021,6683
Monroe,,2021,82170
Monroe,,2021,28712
Monroe,,2021,34932
Monroe,,2021,139875
Monroe,,2021,7610
Monroe,,2021,11233
Monroe,,2021,155274
Monroe,,2021,33883
Monroe,,2021,8712
Monroe,,2021,755160
Monroe,,2021,13329
Monroe,,2021,169273
Monroe,,2021,46698
Monroe,,2021,12332
Monroe,,2021,46193
Montague,,2020,19969
Montague,,2021,20409
Montcalm,,2020,66515
Montcalm,,2021,67220
Monterey,,2020,438500
Monterey,,2021,437325
Montezuma,,2020,25858
Montezuma,,2021,26175
Montgomery,,2020,228448
Montgomery,,2020,8459
Montgomery,,2020,8577
Montgomery,,2020,28157
Montgomery,,2020,37932
Montgomery,,2020,10335
Montgomery,,2020,31360
Montgomery,,2020,28091
Montgomery,,2020,1061243
Montgomery,,2020,9793
Montgomery,,2020,11262
Montgomery,,2020,49433
Montgomery,,2020,25720
Montgomery,,2020,536629
Montgomery,,2020,856947
Montgomery,,2020,221160
Montgomery,,2020,624938
Montgomery,,2020,99508
Montgomery,,2021,227434
Montgomery,,2021,8611
Montgomery,,2021,8653
Montgomery,,2021,28084
Montgomery,,2021,38063
Montgomery,,2021,10322
Montgomery,,2021,31156
Montgomery,,2021,28219
Montgomery,,2021,1054827
Montgomery,,2021,9729
Montgomery,,2021,11415
Montgomery,,2021,49558
Montgomery,,2021,25798
Montgomery,,2021,535840
Montgomery,,2021,860578
Montgomery,,2021,227900
Montgomery,,2021,648886
Montgomery,,2021,98473
Montmorency,,2020,9155
Montmorency,,2021,9297
Montour,,2020,18115
Montour,,2021,18087
Montrose,,2020,42798
Montrose,,2021,43168
Moody,,2020,6324
Moody,,2021,6315
Moore,,2020,100168
Moore,,2020,6457
Moore,,2020,21273
Moore,,2021,102763
Moore,,2021,6644
Moore,,2021,21118
Mora,,2020,4184
Mora,,2021,4196
Morehouse,,2020,25430
Morehouse,,2021,25025
Morgan,,2020,123336
Morgan,,2020,29065
Morgan,,2020,20174
Morgan,,2020,32798
Morgan,,2020,71802
Morgan,,2020,13719
Morgan,,2020,20997
Morgan,,2020,13741
Morgan,,2020,21020
Morgan,,2020,12392
Morgan,,2020,17037
Morgan,,2021,123668
Morgan,,2021,29008
Morgan,,2021,20635
Morgan,,2021,32606
Morgan,,2021,72206
Morgan,,2021,13820
Morgan,,2021,21379
Morgan,,2021,13682
Morgan,,2021,21254
Morgan,,2021,12657
Morgan,,2021,17221
Morrill,,2020,4539
Morrill,,2021,4574
Morris,,2020,5360
Morris,,2020,509001
Morris,,2020,11963
Morris,,2021,5356
Morris,,2021,510981
Morris,,2021,12030
Morrison,,2020,33980
Morrison,,2021,33992
Morrow,,2020,34964
Morrow,,2020,12191
Morrow,,2021,35151
Morrow,,2021,12303
Morton,,2020,2695
Morton,,2020,33333
Morton,,2021,2692
Morton,,2021,33611
Motley,,2020,1052
Motley,,2021,1067
Moultrie,,2020,14486
Moultrie,,2021,14510
Mountrail,,2020,9765
Mountrail,,2021,9576
Mower,,2020,40049
Mower,,2021,40158
Muhlenberg,,2020,30875
Muhlenberg,,2021,30694
Multnomah,,2020,815871
Multnomah,,2021,803377
Murray,,2020,39938
Murray,,2020,8168
Murray,,2020,13869
Murray,,2021,39951
Murray,,2021,8144
Murray,,2021,13718
Muscatine,,2020,43113
Muscatine,,2021,42688
Muscogee,,2020,206960
Muscogee,,2021,205617
Muskegon,,2020,175817
Muskegon,,2021,176511
Muskingum,,2020,86342
Muskingum,,2021,86408
Muskogee,,2020,66160
Muskogee,,2021,66146
Musselshell,,2020,4747
Musselshell,,2021,4896
Nacogdoches,,2020,64624
Nacogdoches,,2021,64668
Nance,,2020,3382
Nance,,2021,3390
Nantucket,,2020,14244
Nantucket,,2021,14491
Napa,,2020,137608
Napa,,2021,136207
Nash,,2020,95027
Nash,,2021,95176
Nassau,,2020,90993
Nassau,,2020,1393978
Nassau,,2021,94189
Nassau,,2021,1390907
Natchitoches,,2020,37349
Natchitoches,,2021,37026
Natrona,,2020,80229
Natrona,,2021,79555
Navajo,,2020,106802
Navajo,,2021,108147
Navarro,,2020,52784
Navarro,,2021,53591
Nelson,,2020,46756
Nelson,,2020,2989
Nelson,,2020,14732
Nelson,,2021,47098
Nelson,,2021,3054
Nelson,,2021,14790
Nemaha,,2020,10218
Nemaha,,2020,7088
Nemaha,,2021,10216
Nemaha,,2021,7064
Neosho,,2020,15909
Neosho,,2021,15784
Neshoba,,2020,28992
Neshoba,,2021,28993
Ness,,2020,2678
Ness,,2021,2672
Nevada,,2020,8284
Nevada,,2020,102199
Nevada,,2021,8187
Nevada,,2021,103487
New Castle,,2020,570718
New Castle,,2021,571708
New Hanover,,2020,226060
New Hanover,,2021,229018
New Haven,,2020,863498
New Haven,,2021,863700
New Kent,,2020,23086
New Kent,,2021,23897
New London,,2020,268248
New London,,2021,268805
New Madrid,,2020,16329
New Madrid,,2021,16035
New York,,2020,1687834
New York,,2021,1576876
Newaygo,,2020,50042
Newaygo,,2021,50296
Newberry,,2020,37715
Newberry,,2021,37996
Newport,,2020,85388
Newport,,2021,85264
Newport News city,,2020,185916
Newport News city,,2021,184587
Newton,,2020,7198
Newton,,2020,112780
Newton,,2020,13796
Newton,,2020,21243
Newton,,2020,58613
Newton,,2020,12163
Newton,,2021,7204
Newton,,2021,115355
Newton,,2021,13808
Newton,,2021,21056
Newton,,2021,59386
Newton,,2021,12241
Nez Perce,,2020,42088
Nez Perce,,2021,42454
Niagara,,2020,212252
Niagara,,2021,211653
Nicholas,,2020,7536
Nicholas,,2020,24523
Nicholas,,2021,7712
Nicholas,,2021,24300
Nicollet,,2020,34490
Nicollet,,2021,34332
Niobrara,,2020,2439
Niobrara,,2021,2438
Noble,,2020,47379
Noble,,2020,14090
Noble,,2020,10900
Noble,,2021,47227
Noble,,2021,14176
Noble,,2021,10933
Nobles,,2020,22183
Nobles,,2021,21991
Nodaway,,2020,21218
Nodaway,,2021,21160
Nolan,,2020,14721
Nolan,,2021,14597
Nome,,2020,10032
Nome,,2021,9865
Norfolk,,2020,726025
Norfolk,,2021,724505
Norfolk city,,2020,237591
Norfolk city,,2021,235089
Norman,,2020,6422
Norman,,2021,6416
North Slope,,2020,10993
North Slope,,2021,10972
Northampton,,2020,17438
Northampton,,2020,312855
Northampton,,2020,12232
Northampton,,2021,17129
Northampton,,2021,313628
Northampton,,2021,12085
Northumberland,,2020,91471
Northumberland,,2020,11839
Northumberland,,2021,91266
Northumberland,,2021,12029
Northwest Arctic,,2020,7784
Northwest Arctic,,2021,7560
Norton,,2020,5435
Norton,,2021,5342
Norton city,,2020,3679
Norton city,,2021,3666
Nottoway,,2020,15614
Nottoway,,2021,15594
Nowata,,2020,9296
Nowata,,2021,9303
Noxubee,,2020,10231
Noxubee,,2021,10123
Nuckolls,,2020,4081
Nuckolls,,2021,4060
Nueces,,2020,353090
Nueces,,2021,353079
Nye,,2020,51968
Nye,,2021,53450
O'Brien,,2020,14154
O'Brien,,2021,14015
Oakland,,2020,1272408
Oakland,,2021,1270017
Obion,,2020,30716
Obion,,2021,30466
Ocean,,2020,638824
Ocean,,2021,648998
Oceana,,2020,26688
Oceana,,2021,26815
Ochiltree,,2020,9960
Ochiltree,,2021,9782
Oconee,,2020,42021
Oconee,,2020,78638
Oconee,,2021,43023
Oconee,,2021,79203
Oconto,,2020,39043
Oconto,,2021,39356
Ogemaw,,2020,20740
Ogemaw,,2021,20726
Oglala Lakota,,2020,13672
Oglala Lakota,,2021,13586
Ogle,,2020,51678
Ogle,,2021,51449
Oglethorpe,,2020,14865
Oglethorpe,,2021,15140
Ohio,,2020,5930
Ohio,,2020,23726
Ohio,,2020,42264
Ohio,,2021,5978
Ohio,,2021,23688
Ohio,,2021,41776
Okaloosa,,2020,211809
Okaloosa,,2021,213255
Okanogan,,2020,42118
Okanogan,,2021,42634
Okeechobee,,2020,39641
Okeechobee,,2021,40266
Okfuskee,,2020,11238
Okfuskee,,2021,11197
Oklahoma,,2020,797296
Oklahoma,,2021,798575
Okmulgee,,2020,36679
Okmulgee,,2021,36843
Oktibbeha,,2020,51710
Oktibbeha,,2021,51842
Oldham,,2020,67642
Oldham,,2020,1761
Oldham,,2021,68685
Oldham,,2021,1717
Oliver,,2020,1866
Oliver,,2021,1873
Olmsted,,2020,162991
Olmsted,,2021,163436
Oneida,,2020,4554
Oneida,,2020,231695
Oneida,,2020,37839
Oneida,,2021,4611
Oneida,,2021,230274
Oneida,,2021,38259
Onondaga,,2020,475653
Onondaga,,2021,473236
Onslow,,2020,204735
Onslow,,2021,206160
Ontario,,2020,112475
Ontario,,2021,112508
Ontonagon,,2020,5804
Ontonagon,,2021,5868
Orange,,2020,3184101
Orange,,2020,1429899
Orange,,2020,19839
Orange,,2020,401322
Orange,,2020,148792
Orange,,2020,84702
Orange,,2020,29259
Orange,,2020,36396
Orange,,2021,3167809
Orange,,2021,1422746
Orange,,2021,19830
Orange,,2021,404525
Orange,,2021,148884
Orange,,2021,84742
Orange,,2021,29541
Orange,,2021,37188
Orangeburg,,2020,83958
Orangeburg,,2021,82962
Oregon,,2020,8617
Oregon,,2021,8631
Orleans,,2020,383282
Orleans,,2020,40236
Orleans,,2020,27355
Orleans,,2021,376971
Orleans,,2021,40191
Orleans,,2021,27546
Osage,,2020,15724
Osage,,2020,13249
Osage,,2020,45741
Osage,,2021,15768
Osage,,2021,13379
Osage,,2021,45772
Osborne,,2020,3494
Osborne,,2021,3498
Osceola,,2020,390855
Osceola,,2020,6189
Osceola,,2020,22887
Osceola,,2021,403282
Osceola,,2021,6159
Osceola,,2021,23105
Oscoda,,2020,8234
Oscoda,,2021,8311
Oswego,,2020,117351
Oswego,,2021,117387
Otero,,2020,18667
Otero,,2020,67861
Otero,,2021,18594
Otero,,2021,68537
Otoe,,2020,15892
Otoe,,2021,15930
Otsego,,2020,25102
Otsego,,2020,58351
Otsego,,2021,25289
Otsego,,2021,58123
Ottawa,,2020,5733
Ottawa,,2020,296787
Ottawa,,2020,40260
Ottawa,,2020,30209
Ottawa,,2021,5838
Ottawa,,2021,299157
Ottawa,,2021,40104
Ottawa,,2021,30340
Otter Tail,,2020,60024
Otter Tail,,2021,60046
Ouachita,,2020,22592
Ouachita,,2020,160003
Ouachita,,2021,22306
Ouachita,,2021,158768
Ouray,,2020,4869
Ouray,,2021,5035
Outagamie,,2020,190832
Outagamie,,2021,191545
Overton,,2020,22588
Overton,,2021,22839
Owen,,2020,21298
Owen,,2020,11294
Owen,,2021,21446
Owen,,2021,11294
Owsley,,2020,4018
Owsley,,2021,3953
Owyhee,,2020,11978
Owyhee,,2021,12336
Oxford,,2020,57849
Oxford,,2021,58629
Ozark,,2020,8514
Ozark,,2021,8782
Ozaukee,,2020,91569
Ozaukee,,2021,92497
Pacific,,2020,23470
Pacific,,2021,23948
Page,,2020,15180
Page,,2020,23693
Page,,2021,15197
Page,,2021,23807
Palm Beach,,2020,1492466
Palm Beach,,2021,1497987
Palo Alto,,2020,8961
Palo Alto,,2021,8906
Palo Pinto,,2020,28427
Palo Pinto,,2021,28686
Pamlico,,2020,12280
Pamlico,,2021,12344
Panola,,2020,33114
Panola,,2020,22513
Panola,,2021,32851
Panola,,2021,22675
Park,,2020,17421
Park,,2020,17193
Park,,2020,29656
Park,,2021,17720
Park,,2021,17473
Park,,2021,30108
Parke,,2020,16154
Parke,,2021,16407
Parker,,2020,149432
Parker,,2021,156764
Parmer,,2020,9851
Parmer,,2021,9813
Pasco,,2020,565745
Pasco,,2021,584067
Pasquotank,,2020,40645
Pasquotank,,2021,40821
Passaic,,2020,523100
Passaic,,2021,518117
Patrick,,2020,17560
Patrick,,2021,17602
Paulding,,2020,169660
Paulding,,2020,18804
Paulding,,2021,173780
Paulding,,2021,18871
Pawnee,,2020,6244
Pawnee,,2020,2536
Pawnee,,2020,15544
Pawnee,,2021,6225
Pawnee,,2021,2548
Pawnee,,2021,15741
Payette,,2020,25589
Payette,,2021,26350
Payne,,2020,81592
Payne,,2021,81989
Peach,,2020,28035
Peach,,2021,28417
Pearl River,,2020,56140
Pearl River,,2021,56503
Pecos,,2020,15165
Pecos,,2021,15118
Pembina,,2020,6827
Pembina,,2021,6767
Pemiscot,,2020,15585
Pemiscot,,2021,15236
Pend Oreille,,2020,13482
Pend Oreille,,2021,13886
Pender,,2020,60563
Pender,,2021,62815
Pendleton,,2020,14640
Pendleton,,2020,6134
Pendleton,,2021,14607
Pendleton,,2021,6142
Pennington,,2020,13939
Pennington,,2020,109475
Pennington,,2021,13780
Pennington,,2021,111806
Penobscot,,2020,152007
Penobscot,,2021,152765
Peoria,,2020,181225
Peoria,,2021,179432
Pepin,,2020,7335
Pepin,,2021,7364
Perkins,,2020,2851
Perkins,,2020,2824
Perkins,,2021,2832
Perkins,,2021,2819
Perquimans,,2020,12997
Perquimans,,2021,13130
Perry,,2020,8452
Perry,,2020,9997
Perry,,2020,20880
Perry,,2020,19150
Perry,,2020,28378
Perry,,2020,11470
Perry,,2020,18960
Perry,,2020,35439
Perry,,2020,45821
Perry,,2020,8360
Perry,,2021,8355
Perry,,2021,9964
Perry,,2021,20985
Perry,,2021,19316
Perry,,2021,27929
Perry,,2021,11571
Perry,,2021,18922
Perry,,2021,35460
Perry,,2021,45986
Perry,,2021,8472
Pershing,,2020,6639
Pershing,,2021,6741
Person,,2020,39146
Person,,2021,39127
Petersburg,,2020,3401
Petersburg,,2021,3356
Petersburg city,,2020,33428
Petersburg city,,2021,33429
Petroleum,,2020,498
Petroleum,,2021,519
Pettis,,2020,42951
Pettis,,2021,43188
Phelps,,2020,44517
Phelps,,2020,8968
Phelps,,2021,44937
Phelps,,2021,8937
Philadelphia,,2020,1601005
Philadelphia,,2021,1576251
Phillips,,2020,16445
Phillips,,2020,4534
Phillips,,2020,4953
Phillips,,2020,4190
Phillips,,2021,15906
Phillips,,2021,4512
Phillips,,2021,4815
Phillips,,2021,4192
Piatt,,2020,16654
Piatt,,2021,16753
Pickaway,,2020,58628
Pickaway,,2021,59333
Pickens,,2020,19062
Pickens,,2020,33333
Pickens,,2020,131602
Pickens,,2021,18801
Pickens,,2021,34024
Pickens,,2021,132229
Pickett,,2020,4995
Pickett,,2021,5079
Pierce,,2020,19722
Pierce,,2020,7328
Pierce,,2020,3968
Pierce,,2020,922828
Pierce,,2020,42191
Pierce,,2021,19976
Pierce,,2021,7313
Pierce,,2021,3953
Pierce,,2021,925708
Pierce,,2021,42587
Pike,,2020,32981
Pike,,2020,10165
Pike,,2020,18935
Pike,,2020,14633
Pike,,2020,12233
Pike,,2020,58408
Pike,,2020,40209
Pike,,2020,17613
Pike,,2020,27050
Pike,,2020,58591
Pike,,2021,32991
Pike,,2021,10066
Pike,,2021,19477
Pike,,2021,14618
Pike,,2021,12144
Pike,,2021,57391
Pike,,2021,39973
Pike,,2021,17761
Pike,,2021,27089
Pike,,2021,59952
Pima,,2020,1045599
Pima,,2021,1052030
Pinal,,2020,429583
Pinal,,2021,449557
Pine,,2020,28854
Pine,,2021,29302
Pinellas,,2020,958752
Pinellas,,2021,956615
Pipestone,,2020,9405
Pipestone,,2021,9313
Piscataquis,,2020,16768
Piscataquis,,2021,17165
Pitkin,,2020,17342
Pitkin,,2021,17348
Pitt,,2020,170570
Pitt,,2021,172169
Pittsburg,,2020,43727
Pittsburg,,2021,43633
Pittsylvania,,2020,60312
Pittsylvania,,2021,59972
Piute,,2020,1437
Piute,,2021,1487
Placer,,2020,405741
Placer,,2021,412300
Plaquemines,,2020,23466
Plaquemines,,2021,23303
Platte,,2020,107100
Platte,,2020,34280
Platte,,2020,8623
Platte,,2021,108569
Platte,,2021,34241
Platte,,2021,8699
Pleasants,,2020,7649
Pleasants,,2021,7601
Plumas,,2020,19769
Plumas,,2021,19915
Plymouth,,2020,25681
Plymouth,,2020,530979
Plymouth,,2021,25650
Plymouth,,2021,533003
Pocahontas,,2020,7075
Pocahontas,,2020,7847
Pocahontas,,2021,7074
Pocahontas,,2021,7841
Poinsett,,2020,22893
Poinsett,,2021,22660
Pointe Coupee,,2020,20689
Pointe Coupee,,2021,20356
Polk,,2020,19182
Polk,,2020,729233
Polk,,2020,42925
Polk,,2020,492769
Polk,,2020,31051
Polk,,2020,31577
Polk,,2020,5225
Polk,,2020,19372
Polk,,2020,87863
Polk,,2020,17569
Polk,,2020,50505
Polk,,2020,45006
Polk,,2021,19353
Polk,,2021,753520
Polk,,2021,43496
Polk,,2021,496844
Polk,,2021,30757
Polk,,2021,32043
Polk,,2021,5174
Polk,,2021,19656
